SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,R305_312,R312_320,STD305_312,STD312_320
8442,9/23/2008,22:27:48,37.873,-122.259,95,1003,51.11,19.3,185,401.43,320.09,0.4609,1.2541,0.003,0.001
8442,9/23/2008,22:28:01,37.873,-122.259,95,1003,51.14,19.4,184.01,399.2,319.52,0.461,1.2494,0.008,0.007
8442,9/23/2008,22:28:12,37.873,-122.259,95,1003,51.17,19.6,182.89,398.63,318.07,0.4588,1.2533,0.008,0.003
8442,9/23/2008,22:28:23,37.873,-122.259,95,1003,51.2,19.7,182.96,400.5,319.03,0.4568,1.2554,0.003,0.002
8442,9/23/2008,22:30:09,37.873,-122.259,95,1004,51.47,20.9,177.34,393.5,314.69,0.4507,1.2504,0.008,0.004
8442,9/23/2008,22:30:30,37.873,-122.259,95,1004,51.52,21.1,176.89,391.53,313.84,0.4518,1.2475,0.005,0.004
8442,9/23/2008,22:30:48,37.873,-122.259,95,1004,51.57,21.3,176.2,391.03,313.47,0.4506,1.2474,0.004,0.003
8442,9/23/2008,22:31:02,37.873,-122.259,95,1004,51.6,21.4,175.77,390.23,313.17,0.4504,1.2461,0.006,0.002
8442,9/23/2008,22:35:00,37.873,-122.259,95,1004,52.21,23.5,166.19,375.52,303.72,0.4426,1.2364,0.005,0.003
8442,10/16/2008,17:30:06,37.873,-122.259,95,1008,57.89,18.6,98.96,259.39,226.3,0.3816,1.1462,0.014,0.006
8442,10/16/2008,17:30:19,37.873,-122.259,95,1008,57.86,18.6,99.78,260.61,227.07,0.3829,1.1477,0.004,0.004
8442,10/16/2008,17:30:30,37.873,-122.259,95,1008,57.83,18.7,99.45,261.98,227.34,0.3796,1.1524,0.004,0.002
8442,10/16/2008,17:30:41,37.873,-122.259,95,1008,57.81,18.7,99.96,261.78,227.72,0.3819,1.1496,0.005,0.006
8442,10/16/2008,17:30:52,37.873,-122.259,95,1008,57.79,18.8,99.27,262.04,227.8,0.3788,1.1503,0.01,0.007
8442,10/16/2008,17:31:03,37.873,-122.259,95,1008,57.76,18.8,99.78,262.56,227.39,0.38,1.1546,0.013,0.001
8442,10/16/2008,17:31:16,37.873,-122.259,95,1008,57.73,18.9,100.37,263.95,228.68,0.3803,1.1542,0.005,0.002
8442,10/16/2008,17:31:27,37.873,-122.259,95,1008,57.71,18.9,101.11,263.93,229.02,0.3831,1.1524,0.002,0.002
8442,10/16/2008,17:31:38,37.873,-122.259,95,1009,57.68,18.9,100.94,266.03,229.93,0.3794,1.157,0.005,0.001
8442,10/16/2008,17:31:49,37.873,-122.259,95,1009,57.66,19,101.84,266.59,230.48,0.382,1.1567,0.003,0.001
8442,10/16/2008,17:32:01,37.873,-122.259,95,1009,57.63,19,101.8,263.73,230.01,0.386,1.1466,0.003,0.003
8442,11/13/2008,21:00:06,37.873,-122.259,95,1010,58.25,19.4,144.01,332.7,276.04,0.4328,1.2053,0.006,0.004
8442,11/13/2008,21:00:18,37.873,-122.259,95,1010,58.26,19.5,143.42,333.08,276.11,0.4306,1.2064,0.008,0.005
8442,11/13/2008,21:00:28,37.873,-122.259,95,1010,58.27,19.5,142.96,332.55,275.29,0.4299,1.208,0.002,0.003
8442,11/13/2008,21:01:02,37.873,-122.259,95,1011,58.31,19.8,141.39,324.61,275.82,0.4356,1.1768,0.014,0.023
8442,11/13/2008,21:01:14,37.873,-122.259,95,1011,58.32,19.9,141.89,332.56,276.03,0.4267,1.2048,0.004,0.002
8442,11/13/2008,21:01:27,37.873,-122.259,95,1011,58.34,19.9,142.04,331.62,275.74,0.4283,1.2026,0.005,0.003
8442,11/13/2008,21:01:39,37.873,-122.259,95,1011,58.35,20,141.87,332.96,276.76,0.4261,1.2031,0.002,0.001
8442,11/13/2008,21:01:56,37.873,-122.259,95,1011,58.37,20,141.56,331.36,275.3,0.4272,1.2036,0.007,0.004
8442,11/13/2008,21:02:09,37.873,-122.259,95,1011,58.38,20,140.47,333.14,276.04,0.4216,1.2069,0.003,0.002
8442,11/13/2008,21:02:20,37.873,-122.259,95,1011,58.4,20,140.45,331.47,275.59,0.4237,1.2028,0.006,0.002
8442,11/13/2008,21:02:35,37.873,-122.259,95,1011,58.41,20.1,140.44,332.17,275.38,0.4228,1.2062,0.002,0.002
8442,11/13/2008,21:02:47,37.873,-122.259,95,1011,58.42,20.1,140.41,331.77,275.6,0.4232,1.2038,0.002,0
8442,12/8/2008,21:41:50,37.873,-122.259,95,1007,65.13,18.6,21.74,104.33,116.15,0.2083,0.8982,0.01,0.007
8442,12/8/2008,21:42:05,37.873,-122.259,95,1007,65.15,18.6,22.12,105.92,118.04,0.2088,0.8973,0.002,0.001
8442,12/8/2008,21:42:16,37.873,-122.259,95,1007,65.16,18.6,22.29,106.16,119.06,0.21,0.8917,0.014,0.011
8442,12/8/2008,21:42:27,37.873,-122.259,95,1007,65.18,18.6,22.53,108.67,120.79,0.2073,0.8997,0.003,0.001
8442,12/8/2008,21:42:38,37.873,-122.259,95,1007,65.19,18.6,22.79,108.91,121.89,0.2092,0.8936,0.002,0.002
8442,12/8/2008,21:42:50,37.873,-122.259,95,1007,65.21,18.5,22.66,107.95,121.22,0.2099,0.8905,0.006,0.005
8442,12/8/2008,21:43:02,37.873,-122.259,95,1007,65.23,18.5,22.44,108.15,120.92,0.2075,0.8944,0.005,0.002
8442,12/8/2008,21:43:13,37.873,-122.259,95,1007,65.24,18.5,22.24,105.94,119.54,0.2099,0.8862,0.01,0.009
8442,12/8/2008,21:43:24,37.873,-122.259,95,1007,65.26,18.5,21.95,105.67,118.36,0.2077,0.8927,0.006,0.004
8442,1/30/2009,20:14:06,37.873,-122.259,95,1014,55.35,20.3,128.2,336.55,290.86,0.3809,1.1571,0.002,0.002
8442,1/30/2009,20:14:17,37.873,-122.259,95,1014,55.35,20.4,127.67,334.6,290.26,0.3816,1.1528,0.007,0.006
8442,1/30/2009,20:14:29,37.873,-122.259,95,1014,55.35,20.4,127.73,335.9,290.22,0.3803,1.1574,0.001,0.001
8442,1/30/2009,20:14:40,37.873,-122.259,95,1014,55.35,20.5,127.18,335.61,289.51,0.379,1.1592,0.003,0.001
8442,1/30/2009,20:14:51,37.873,-122.259,95,1014,55.35,20.5,127.59,333.37,289.62,0.3828,1.1511,0.006,0.004
8442,1/30/2009,20:15:04,37.873,-122.259,95,1015,55.35,20.6,127.57,336.84,290.96,0.3787,1.1577,0.005,0.002
8442,1/30/2009,20:16:07,37.873,-122.259,95,1015,55.34,20.8,125.85,335.35,288.49,0.3753,1.1624,0.005,0.003
8442,1/30/2009,20:16:59,37.873,-122.259,95,1015,55.33,21,127.02,334.79,289.46,0.3794,1.1566,0.007,0.004
8442,1/30/2009,20:17:28,37.873,-122.259,95,1015,55.33,21.1,126.68,329.94,287.55,0.384,1.1474,0.005,0.006
8442,2/5/2010,21:21:05,37.867,-122.267,95,1000,55.32,17.6,29.06,80.8,70.56,0.3617,1.1465,0.139,0.02
8442,2/5/2010,21:21:20,37.867,-122.267,95,1000,55.33,17.7,23.3,67.76,63.28,0.3439,1.0708,0.009,0.009
8442,2/5/2010,21:23:46,37.867,-122.267,95,1000,55.48,18.1,13.64,40.83,37.06,0.3342,1.1018,0.008,0.012
8442,2/5/2010,21:24:03,37.867,-122.267,95,1001,55.49,18.2,90.24,271.96,247.76,0.3318,1.0977,0.004,0.004
8442,2/5/2010,21:24:17,37.867,-122.267,95,1001,55.51,18.2,100.07,298.97,274.58,0.3347,1.0888,0.008,0.003
8442,2/5/2010,21:25:19,37.867,-122.267,95,1000,55.57,18.4,57.75,176.71,153.99,0.3271,1.147,0.041,0.022
8442,2/5/2010,21:29:36,37.867,-122.267,95,1000,55.84,18.1,93.99,283.86,264.71,0.3312,1.0723,0.02,0.014
8442,2/5/2010,21:30:03,37.867,-122.267,95,999,55.87,18.1,44.29,127.48,124.29,0.3483,1.0232,0.029,0.064
8442,2/5/2010,21:30:29,37.867,-122.267,95,999,55.9,18.1,59.2,179.86,167.29,0.3291,1.0752,0.004,0.007
8442,2/5/2010,21:30:58,37.867,-122.267,95,999,55.94,18.2,21.89,61.39,60.13,0.3576,1.0161,0.018,0.05
8442,2/5/2010,21:38:23,37.867,-122.267,95,998,56.46,19.5,85.57,253.85,252.02,0.3372,1.0073,0.017,0.027
8442,2/5/2010,21:38:50,37.867,-122.267,95,999,56.49,19.5,63.16,200.3,184.78,0.3153,1.084,0.006,0.004
8442,2/9/2010,20:49:53,37.867,-122.267,95,1002,52.74,17.6,99.76,344.71,330.19,0.2894,1.044,0.001,0.002
8442,2/9/2010,20:50:11,37.867,-122.267,95,1002,52.75,17.7,99.16,345.14,330.69,0.2873,1.0437,0.003,0.001
8442,2/9/2010,20:50:34,37.867,-122.267,95,1001,52.76,17.8,99.06,341.59,328.83,0.29,1.0388,0.01,0.01
8442,2/9/2010,20:52:58,37.867,-122.267,95,1001,52.83,18.3,96.51,341.33,325.74,0.2827,1.0479,0.019,0.004
8442,2/9/2010,20:53:21,37.867,-122.267,95,1001,52.84,18.4,92.39,337.21,315.44,0.2739,1.0692,0.021,0.013
8442,2/9/2010,20:53:36,37.867,-122.267,95,1001,52.85,18.5,92,320.72,304.3,0.2869,1.054,0.014,0.013
8442,2/9/2010,20:53:48,37.867,-122.267,95,1001,52.86,18.5,96.74,342.2,326.96,0.2827,1.0466,0.004,0.007
8442,2/9/2010,20:54:03,37.867,-122.267,95,1001,52.87,18.6,97.3,342.46,327.84,0.2841,1.0446,0.001,0.001
8442,2/9/2010,21:00:05,37.867,-122.267,95,1001,53.06,20.1,94.72,329.66,320.94,0.2873,1.0272,0.017,0.011
8442,2/9/2010,21:00:29,37.867,-122.267,95,1000,53.08,20.2,15.85,54.84,52.87,0.289,1.0372,0.016,0.021
8442,2/9/2010,21:00:55,37.867,-122.267,95,1001,53.1,20.3,92.21,324.03,312.56,0.2846,1.0367,0.011,0.008
8442,2/9/2010,21:02:18,37.867,-122.267,95,1002,53.15,20.4,97.93,343.6,332.92,0.285,1.0321,0.002,0.004
8442,2/9/2010,21:02:34,37.867,-122.267,95,1002,53.16,20.4,95.23,337.15,324.76,0.2825,1.0381,0.009,0.004
8442,2/9/2010,21:03:24,37.867,-122.267,95,1002,53.2,20.4,83.96,309.36,291.39,0.2714,1.0625,0.054,0.032
8442,2/9/2010,21:03:48,37.867,-122.267,95,1001,53.21,20.3,91.67,322.36,316.11,0.2844,1.0198,0.017,0.017
8442,2/9/2010,21:04:18,37.867,-122.267,95,1001,53.23,20.3,33.49,115.5,114.04,0.2909,1.0132,0.079,0.053
8442,2/9/2010,21:04:35,37.867,-122.267,95,1001,53.25,20.3,48.58,171.98,166.99,0.2828,1.0298,0.042,0.043
8442,2/9/2010,21:04:51,37.867,-122.267,95,1001,53.26,20.3,52.61,197.15,190.35,0.2658,1.0367,0.13,0.02
8442,2/9/2010,21:05:32,37.867,-122.267,95,1001,53.29,20.2,78.3,281.32,270.75,0.2784,1.0391,0.022,0.018
8442,2/9/2010,21:05:49,37.867,-122.267,95,1002,53.3,20.2,62.22,220.05,214.08,0.2828,1.0279,0.02,0.017
8442,2/9/2010,21:06:04,37.867,-122.267,95,1001,53.31,20.2,60.75,212.62,207.61,0.2857,1.0242,0.012,0.009
8442,2/9/2010,21:06:19,37.867,-122.267,95,1001,53.32,20.2,18.64,65.83,63.46,0.2832,1.0373,0.004,0.006
8442,2/9/2010,21:06:31,37.867,-122.267,95,1003,53.33,20.3,92.41,328.51,319.03,0.2813,1.0297,0.002,0.003
8442,2/9/2010,21:07:13,37.867,-122.267,95,1002,53.36,20.3,81.06,280.8,275.71,0.289,1.0182,0.04,0.033
8442,2/9/2010,21:07:31,37.867,-122.267,95,1003,53.38,20.3,87.42,310.33,304.51,0.282,1.0198,0.063,0.046
8442,2/9/2010,21:07:49,37.867,-122.267,95,1003,53.39,20.3,92.88,330.82,320.62,0.2808,1.0318,0.006,0.003
8442,2/9/2010,21:08:08,37.867,-122.267,95,1003,53.4,20.2,92.49,330.25,321.3,0.2801,1.0279,0.017,0.012
8442,2/9/2010,21:08:21,37.867,-122.267,95,1002,53.41,20.2,90.19,318.97,313.04,0.2828,1.019,0.023,0.024
8442,2/9/2010,22:04:39,37.867,-122.267,95,1000,57.49,18.6,51.06,229.05,241.77,0.223,0.9474,0.01,0.01
8442,2/9/2010,22:05:22,37.867,-122.267,95,1000,57.56,18.6,43.18,189.7,202.28,0.2277,0.9374,0.011,0.015
8442,2/9/2010,22:05:48,37.867,-122.267,95,1000,57.6,18.7,50.37,225.29,240.65,0.2236,0.9362,0.003,0.003
8442,2/9/2010,22:06:07,37.867,-122.267,95,1000,57.64,18.7,25.37,111.28,120.74,0.228,0.9217,0.009,0.007
8442,2/9/2010,22:06:24,37.867,-122.267,95,1000,57.66,18.7,42.18,190.68,202.59,0.2212,0.9412,0.004,0.004
8442,2/9/2010,22:09:43,37.867,-122.267,95,1001,57.99,18.7,49.7,225.92,245.64,0.22,0.9197,0.003,0.005
8442,2/9/2010,22:10:02,37.867,-122.267,95,1001,58.03,18.7,48.16,221.02,239.27,0.2179,0.9237,0.006,0.003
8442,2/9/2010,22:10:17,37.867,-122.267,95,1001,58.05,18.7,48.43,223.07,240.99,0.2171,0.9256,0.012,0.007
8442,2/9/2010,22:10:31,37.867,-122.267,95,1001,58.07,18.7,48.17,224.18,241.22,0.2149,0.9294,0.003,0.003
8442,2/9/2010,22:10:46,37.867,-122.267,95,1001,58.1,18.7,25.16,119.28,125.86,0.211,0.9478,0.011,0.009
8442,2/9/2010,22:11:23,37.867,-122.267,95,1002,58.16,18.8,42.21,192.56,211.49,0.2193,0.9106,0.024,0.027
8442,2/9/2010,22:11:42,37.867,-122.267,95,1001,58.2,18.9,28.69,134.09,144.02,0.214,0.931,0.005,0.006
8442,2/9/2010,22:12:16,37.867,-122.267,95,1001,58.25,19,17.92,83.75,88.84,0.2139,0.9427,0.008,0.006
8442,2/9/2010,22:12:32,37.867,-122.267,95,1001,58.28,19,20.49,96.42,104.14,0.2125,0.9259,0.023,0.008
8442,2/9/2010,22:12:54,37.867,-122.267,95,1001,58.32,19,6.15,28.36,30.84,0.2169,0.9196,0.006,0.01
8442,2/9/2010,22:13:41,37.867,-122.267,95,1001,58.4,19.1,20.99,98.42,106.33,0.2132,0.9256,0.008,0.005
8442,2/9/2010,22:15:47,37.867,-122.267,95,1003,58.62,19.3,45.44,215.54,235.76,0.2108,0.9142,0.006,0.003
8442,2/9/2010,22:16:03,37.867,-122.267,95,1003,58.65,19.4,41.69,197.97,216.18,0.2106,0.9158,0.003,0.002
8442,2/9/2010,22:16:16,37.867,-122.267,95,1003,58.67,19.4,43.88,209.1,229.04,0.2098,0.913,0.004,0.002
8442,2/9/2010,22:16:30,37.867,-122.267,95,1003,58.7,19.4,43.9,209.22,229.31,0.2098,0.9124,0.004,0.006
8442,2/9/2010,22:17:23,37.867,-122.267,95,1004,58.79,19.6,42.39,204.58,224.91,0.2072,0.9096,0.005,0.002
8442,2/9/2010,22:17:51,37.867,-122.267,95,1003,58.84,19.6,37.05,179.69,197.46,0.2062,0.91,0.006,0.003
8442,2/9/2010,22:18:04,37.867,-122.267,95,1004,58.86,19.7,41.76,199.94,222.63,0.2089,0.8981,0.013,0.008
8442,2/9/2010,22:18:19,37.867,-122.267,95,1003,58.89,19.7,31.45,147.22,163.21,0.2143,0.9021,0.066,0.053
8442,2/9/2010,22:18:35,37.867,-122.267,95,1003,58.92,19.7,38.12,196.09,207.08,0.1944,0.9473,0.014,0.024
8442,2/9/2010,22:19:52,37.867,-122.267,95,1003,59.06,19.9,13.12,68,52.01,0.1498,1.1507,0.344,0.261
8442,2/9/2010,22:20:10,37.867,-122.267,95,1004,59.09,19.9,41.07,201.24,223.54,0.2041,0.9002,0.007,0.005
8442,2/9/2010,22:20:46,37.867,-122.267,95,1003,59.16,20,40.86,201.38,224.57,0.2029,0.8967,0.004,0.004
8442,2/9/2010,22:21:04,37.867,-122.267,95,1003,59.19,20,39.55,187.51,217.32,0.211,0.8628,0.015,0.012
8442,2/9/2010,22:21:22,37.867,-122.267,95,1003,59.22,20.1,38.97,194.18,214.62,0.2007,0.9048,0.005,0.01
8442,2/9/2010,22:21:35,37.867,-122.267,95,1003,59.24,20.1,39.29,197.67,219.36,0.1988,0.9011,0.016,0.001
8442,2/9/2010,22:22:13,37.867,-122.267,95,1003,59.31,20.2,31.81,182.27,215.62,0.1702,0.8457,0.367,0.098
8442,2/9/2010,22:22:40,37.867,-122.267,95,1003,59.36,20.3,32.84,167.29,181.96,0.1963,0.9194,0.017,0.018
8442,2/9/2010,22:23:03,37.867,-122.267,95,1003,59.41,20.3,21.05,91.99,122.25,0.2308,0.7742,0.181,0.114
8442,2/9/2010,22:23:18,37.867,-122.267,95,1003,59.43,20.4,37.48,174.45,208.95,0.2149,0.8354,0.013,0.041
8442,2/9/2010,22:23:33,37.867,-122.267,95,1003,59.46,20.4,36.94,177.03,208.55,0.2089,0.8487,0.034,0.042
8442,2/9/2010,22:24:38,37.867,-122.267,95,1003,59.58,20.7,29.86,145,167.3,0.206,0.8669,0.052,0.031
8442,2/9/2010,22:24:58,37.867,-122.267,95,1003,59.62,20.7,31.29,159.38,180.37,0.1964,0.8837,0.02,0.023
8442,2/9/2010,22:25:36,37.867,-122.267,95,1003,59.69,20.7,27.68,143.44,163.16,0.1926,0.8785,0.042,0.042
8442,2/9/2010,22:25:53,37.867,-122.267,95,1002,59.72,20.7,29.26,149.61,167.88,0.1956,0.8911,0.007,0.002
8442,2/9/2010,22:26:16,37.867,-122.267,95,1002,59.77,20.6,25.13,126.73,144.51,0.1983,0.8771,0.014,0.009
8442,2/9/2010,22:27:03,37.867,-122.267,95,1003,59.85,20.5,31.26,159.4,180.63,0.1961,0.8825,0.007,0.006
8442,2/9/2010,22:27:17,37.867,-122.267,95,1003,59.88,20.5,31.79,165.3,186.5,0.1923,0.8864,0.005,0.005
8442,2/9/2010,22:27:30,37.867,-122.267,95,1003,59.91,20.4,29.53,151.87,171.61,0.1944,0.8849,0.002,0.001
8442,2/9/2010,22:27:43,37.867,-122.267,95,1002,59.93,20.4,28.39,147.21,166,0.1929,0.8868,0.005,0.003
8442,2/9/2010,22:27:57,37.867,-122.267,95,1003,59.96,20.4,29.14,149.53,169.3,0.1949,0.8832,0.005,0.002
8442,2/9/2010,22:29:28,37.867,-122.267,95,1002,60.13,20.3,35.22,185.02,210.57,0.1904,0.8787,0.011,0.004
8442,2/9/2010,22:29:55,37.867,-122.267,95,1002,60.18,20.2,31.2,165.6,189.04,0.1885,0.876,0.034,0.01
8442,2/9/2010,22:30:20,37.867,-122.267,95,1002,60.23,20.2,32.45,167.01,195.42,0.1946,0.8545,0.045,0.035
8442,2/9/2010,22:30:43,37.867,-122.267,95,1002,60.28,20.1,32.32,170.45,194.85,0.1896,0.8748,0.003,0.003
8442,2/9/2010,22:31:04,37.867,-122.267,95,1001,60.32,20.1,21.29,111.21,127.6,0.1914,0.8715,0.008,0.006
8442,2/9/2010,22:31:39,37.867,-122.267,95,1002,60.38,20,28.41,149.9,170.33,0.1895,0.8799,0.022,0.031
8442,2/9/2010,22:32:13,37.867,-122.267,95,1002,60.45,20,21.11,114.45,132.46,0.1846,0.8641,0.02,0.018
8442,2/9/2010,22:32:26,37.867,-122.267,95,1001,60.48,20,31.89,170.25,195.67,0.1873,0.8701,0.016,0.004
8442,2/9/2010,22:32:39,37.867,-122.267,95,1001,60.5,20,2.81,13.71,15.19,0.2046,0.8965,0.014,0.032
8442,2/9/2010,22:33:23,37.867,-122.267,95,1003,60.59,20,29.63,161.56,182.85,0.1834,0.8836,0.013,0.005
8442,2/9/2010,22:34:39,37.867,-122.267,95,1001,60.74,20,6.08,28.63,37.99,0.2129,0.7533,0.063,0.033
8442,2/9/2010,22:35:09,37.867,-122.267,95,1001,60.8,20,15.26,83.57,96.3,0.1826,0.8679,0.028,0.015
8442,2/9/2010,22:35:40,37.867,-122.267,95,1001,60.86,19.9,24.96,139.68,160.08,0.1787,0.8729,0.03,0.021
8442,2/9/2010,22:36:17,37.867,-122.267,95,1001,60.93,19.8,26.57,146.23,170.78,0.1817,0.8562,0.002,0.003
8442,2/9/2010,22:36:34,37.867,-122.267,95,1001,60.97,19.7,29.24,160.58,187.71,0.1821,0.8555,0.014,0.008
8442,2/9/2010,22:36:55,37.867,-122.267,95,1001,61.01,19.6,26.67,144.69,172.05,0.1844,0.8409,0.014,0.016
8442,2/9/2010,22:38:02,37.867,-122.267,95,1002,61.14,19.4,26.28,152.27,178.56,0.1727,0.8527,0.063,0.011
8442,2/9/2010,22:38:19,37.867,-122.267,95,1001,61.18,19.4,20.16,115.26,134.57,0.1749,0.8565,0.002,0.004
8442,2/9/2010,22:38:38,37.867,-122.267,95,1001,61.22,19.3,7.73,43.32,51.08,0.1784,0.848,0.012,0.006
8442,2/9/2010,22:38:54,37.867,-122.267,95,1001,61.25,19.2,19.55,110.84,129.99,0.1764,0.8528,0.01,0.006
8442,2/10/2010,20:30:38,37.867,-122.267,95,1010,52.07,17.4,88.5,229.67,199.33,0.3854,1.1523,0.007,0.023
8442,2/10/2010,20:31:31,37.867,-122.267,95,1010,52.08,17.7,105.88,257.03,238.9,0.412,1.076,0.01,0.021
8442,2/10/2010,20:32:22,37.867,-122.267,95,1010,52.09,17.8,69.89,185.9,158.08,0.376,1.176,0.026,0.005
8442,2/10/2010,20:32:36,37.867,-122.267,95,1010,52.09,17.8,95.19,247.21,215.13,0.385,1.1491,0.016,0.01
8442,2/10/2010,20:32:53,37.867,-122.267,95,1010,52.09,17.9,71.97,189.46,159.85,0.3799,1.1854,0.009,0.027
8442,2/10/2010,20:35:05,37.867,-122.267,95,1012,52.12,18.7,100.21,260.64,225.54,0.3845,1.1556,0.003,0.003
8442,2/16/2010,20:58:14,37.867,-122.267,95,1009,50.69,19.5,55.1,151.76,124.71,0.3631,1.217,0.017,0.008
8442,2/16/2010,20:58:31,37.867,-122.267,95,1008,50.7,19.6,59.12,154.88,134.59,0.3817,1.1507,0.008,0.006
8442,2/16/2010,20:58:45,37.867,-122.267,95,1008,50.71,19.6,58.03,151.86,132.35,0.3821,1.1474,0.004,0.005
8442,2/16/2010,20:59:02,37.867,-122.267,95,1008,50.72,19.7,56.36,152.38,130.83,0.3699,1.1647,0.013,0.005
8442,2/16/2010,20:59:20,37.867,-122.267,95,1008,50.73,19.8,55.88,148.52,128.79,0.3763,1.1532,0.013,0.006
8442,2/16/2010,21:00:20,37.867,-122.267,95,1008,50.76,20,50.22,133.4,116.04,0.3765,1.1497,0.026,0.018
8442,2/16/2010,21:01:08,37.867,-122.267,95,1008,50.79,20.3,46.28,122.74,106.87,0.3771,1.1485,0.005,0.004
8442,2/16/2010,21:02:01,37.867,-122.267,95,1008,50.83,20.7,39.09,107.12,92.05,0.3649,1.1638,0.035,0.008
8442,2/16/2010,21:02:18,37.867,-122.267,95,1008,50.84,20.8,39.94,106.87,92.19,0.3738,1.1591,0.014,0.008
8442,2/16/2010,21:02:32,37.867,-122.267,95,1008,50.85,20.9,32.63,88.2,76.16,0.37,1.158,0.029,0.009
8442,2/16/2010,21:03:35,37.867,-122.267,95,1008,50.89,21.2,33.84,88.03,78.14,0.3858,1.1256,0.071,0.048
8442,2/16/2010,21:03:55,37.867,-122.267,95,1008,50.91,21.3,30.88,82.86,71.13,0.3727,1.1649,0.012,0.007
8442,2/16/2010,21:04:13,37.867,-122.267,95,1008,50.92,21.4,30.02,79.52,69.39,0.3776,1.1461,0.007,0.01
8442,2/16/2010,21:04:35,37.867,-122.267,95,1008,50.94,21.5,25.78,68.63,58.69,0.3756,1.1699,0.041,0.019
8442,2/16/2010,21:04:49,37.867,-122.267,95,1007,50.95,21.6,26.67,71.54,61.86,0.3728,1.1564,0.009,0.007
8442,2/16/2010,21:05:39,37.867,-122.267,95,1008,50.99,22,22.06,59.06,51.3,0.3736,1.1513,0.006,0.006
8442,2/16/2010,21:06:00,37.867,-122.267,95,1008,51,22.1,20.74,56.3,48.9,0.3685,1.1512,0.03,0.005
8442,2/16/2010,21:06:18,37.867,-122.267,95,1008,51.02,22.2,25.8,67.3,60.16,0.3834,1.1186,0.019,0.014
8442,2/16/2010,21:06:36,37.867,-122.267,95,1008,51.03,22.3,23.87,62.94,55.33,0.3793,1.1375,0.011,0.013
8442,2/16/2010,21:06:52,37.867,-122.267,95,1009,51.04,22.4,25.13,67.04,58.39,0.3749,1.148,0.011,0.008
8442,2/16/2010,21:07:42,37.867,-122.267,95,1008,51.08,22.5,15.94,42.4,37.3,0.376,1.1365,0.013,0.014
8442,2/16/2010,21:08:04,37.867,-122.267,95,1009,51.1,22.6,18.14,47.83,42.38,0.3793,1.1287,0.012,0.011
8442,2/16/2010,21:08:23,37.867,-122.267,95,1008,51.12,22.6,17.68,47.55,41.49,0.3718,1.1461,0.004,0.003
8442,2/16/2010,21:08:48,37.867,-122.267,95,1008,51.14,22.5,20.98,55.96,49.28,0.375,1.1355,0.013,0.012
8442,2/16/2010,21:09:10,37.867,-122.267,95,1008,51.15,22.5,22.21,56.22,51.78,0.3956,1.0853,0.031,0.032
8442,2/16/2010,22:03:53,37.867,-122.267,95,1007,55.28,20.6,12.09,45.26,38.78,0.2693,1.1806,0.096,0.134
8442,2/16/2010,22:04:21,37.867,-122.267,95,1007,55.33,20.8,27.31,94.25,83.66,0.2901,1.126,0.039,0.035
8442,2/16/2010,22:04:43,37.867,-122.267,95,1007,55.36,20.9,37.31,121.57,113.85,0.3069,1.0678,0.007,0.001
8442,2/16/2010,22:05:02,37.867,-122.267,95,1007,55.4,21,38.94,125.42,117.72,0.3105,1.0654,0.008,0.003
8442,2/16/2010,22:05:18,37.867,-122.267,95,1007,55.42,21.1,38.79,124.73,117.48,0.311,1.0617,0.003,0.005
8442,2/16/2010,22:06:36,37.867,-122.267,95,1007,55.55,21.4,34.79,113.03,106.74,0.3078,1.059,0.004,0.004
8442,2/16/2010,22:06:56,37.867,-122.267,95,1007,55.59,21.6,32.23,104.97,98.64,0.307,1.0641,0.006,0.003
8442,2/16/2010,22:07:14,37.867,-122.267,95,1007,55.62,21.7,27.17,87.71,83.92,0.3098,1.0452,0.018,0.022
8442,2/16/2010,22:07:36,37.867,-122.267,95,1007,55.66,21.8,27.15,88.87,83.54,0.3055,1.0637,0.002,0.002
8442,2/16/2010,22:07:52,37.867,-122.267,95,1007,55.68,21.8,25.8,84.74,79.81,0.3045,1.0618,0.009,0.007
8442,2/16/2010,22:08:50,37.867,-122.267,95,1007,55.78,22.1,20.77,68.56,64.44,0.303,1.0643,0.031,0.028
8442,2/16/2010,22:09:33,37.867,-122.267,95,1007,55.86,22.3,20.79,67.66,64.5,0.3072,1.049,0.006,0.008
8442,2/16/2010,22:09:51,37.867,-122.267,95,1008,55.89,22.4,20.03,66.23,62.93,0.3025,1.0524,0.008,0.006
8442,2/16/2010,22:10:18,37.867,-122.267,95,1008,55.94,22.5,23.92,78.3,74.78,0.3056,1.0471,0.013,0.01
8442,2/16/2010,22:10:36,37.867,-122.267,95,1008,55.97,22.6,25.39,82.29,80.25,0.3085,1.0255,0.02,0.012
8442,2/16/2010,22:11:17,37.867,-122.267,95,1008,56.04,22.8,22.02,73.3,69.7,0.3004,1.0517,0.003,0.005
8442,2/16/2010,22:11:40,37.867,-122.267,95,1008,56.08,22.9,19.22,64.93,60.97,0.296,1.065,0.004,0.003
8442,2/16/2010,22:11:59,37.867,-122.267,95,1008,56.12,23,21.66,73.44,69.01,0.2949,1.0643,0.003,0.002
8442,2/16/2010,22:12:21,37.867,-122.267,95,1008,56.15,23.1,24.05,81.49,76.94,0.2951,1.0592,0.002,0.002
