SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,R305_312,R312_320,STD305_312,STD312_320
8442,2/2/2012,21:42:19,37.867,-122.267,95,1008,57.76,26.4,91.42,284.69,268.43,0.3211,1.0606,0.007,0.007
8442,2/2/2012,21:42:29,37.867,-122.267,95,1008,57.78,26.4,91.56,285.59,269.65,0.3206,1.0591,0.007,0.006
8442,2/2/2012,21:44:00,37.867,-122.267,95,1008,57.89,26.3,89.33,281.45,265.04,0.3174,1.0619,0.006,0.003
8442,2/2/2012,21:44:17,37.867,-122.267,95,1008,57.92,26.2,88.32,279.23,263.18,0.3163,1.061,0.012,0.003
8442,2/2/2012,21:44:42,37.867,-122.267,95,1008,57.95,26.1,85.49,269.41,254.58,0.3174,1.0583,0.016,0.017
8442,2/2/2012,21:46:23,37.867,-122.267,95,1007,58.08,25.7,47.52,147.19,135.3,0.3222,1.087,0.073,0.101
8442,2/2/2012,21:46:40,37.867,-122.267,95,1007,58.1,25.7,77.74,248.58,232.05,0.3128,1.0713,0.023,0.012
8442,2/2/2012,21:47:53,37.867,-122.267,95,1007,58.2,25.7,41.03,159.5,131.3,0.2595,1.2149,0.211,0.077
8442,2/2/2012,21:48:05,37.867,-122.267,95,1007,58.22,25.7,75.49,238.64,223.13,0.3169,1.0684,0.027,0.041
8442,2/2/2012,21:48:17,37.867,-122.267,95,1008,58.23,25.7,74.73,234.1,227.07,0.3191,1.0308,0.024,0.017
8442,2/2/2012,21:48:30,37.867,-122.267,95,1007,58.25,25.7,82.5,249.18,249.9,0.3312,0.9971,0.023,0.013
8442,2/2/2012,21:48:41,37.867,-122.267,95,1007,58.26,25.7,78.91,251.43,240.81,0.314,1.0442,0.033,0.021
8442,2/2/2012,21:49:46,37.867,-122.267,95,1007,58.35,25.8,83.4,268.02,255.58,0.3112,1.0487,0.003,0.004
8442,2/2/2012,21:49:59,37.867,-122.267,95,1007,58.37,25.8,82.95,268.43,256.53,0.309,1.0464,0.009,0.002
8442,2/2/2012,21:50:15,37.867,-122.267,95,1007,58.39,25.9,83.39,269.34,257.45,0.3096,1.0462,0.001,0.002
8442,2/2/2012,21:50:27,37.867,-122.267,95,1007,58.41,25.9,82.76,267.43,256.53,0.3095,1.0425,0.004,0.005
8442,2/2/2012,21:50:39,37.867,-122.267,95,1007,58.43,25.9,82.45,267.33,255.99,0.3084,1.0443,0.008,0.004
8442,2/2/2012,21:50:52,37.867,-122.267,95,1007,58.44,26,82.95,269.05,257.03,0.3083,1.0468,0.002,0.001
8442,2/2/2012,21:51:59,37.867,-122.267,95,1008,58.54,26.1,80.74,265.48,251.18,0.3041,1.0569,0.006,0.002
8442,2/2/2012,21:52:17,37.867,-122.267,95,1008,58.56,26.1,80.88,263.62,251.67,0.3068,1.0474,0.012,0.006
8442,2/2/2012,21:52:36,37.867,-122.267,95,1008,58.59,26,80.73,263.49,251.53,0.3064,1.0475,0.007,0.006
8442,2/2/2012,21:52:51,37.867,-122.267,95,1007,58.61,26,80.66,263.29,252.27,0.3063,1.0437,0.007,0.008
8442,2/2/2012,21:53:03,37.867,-122.267,95,1007,58.63,26,81.17,264.23,252.74,0.3072,1.0454,0.006,0.004
8442,2/2/2012,21:53:46,37.867,-122.267,95,1006,58.69,26,74.08,242.11,232.31,0.306,1.0423,0.011,0.008
8442,2/2/2012,21:54:03,37.867,-122.267,95,1006,58.71,26,71.24,225.8,223.8,0.3155,1.0089,0.008,0.011
8442,2/2/2012,21:54:33,37.867,-122.267,95,1006,58.76,26,70.51,231.07,222.65,0.3052,1.0378,0.003,0.002
8442,2/2/2012,21:54:46,37.867,-122.267,95,1006,58.77,26,69.32,223.03,218.45,0.3109,1.021,0.012,0.015
8442,2/2/2012,21:55:00,37.867,-122.267,95,1006,58.8,26.1,68.3,222.72,216.32,0.3067,1.0296,0.003,0.004
8442,2/2/2012,21:56:34,37.867,-122.267,95,1006,58.93,26.3,67.93,224.22,215.25,0.303,1.042,0.038,0.022
8442,2/2/2012,21:56:56,37.867,-122.267,95,1006,58.96,26.3,66.06,215.6,211.3,0.3067,1.0204,0.04,0.035
8442,2/2/2012,21:57:09,37.867,-122.267,95,1006,58.98,26.4,66.62,220.97,213.16,0.3015,1.0366,0.013,0.009
8442,2/2/2012,21:57:21,37.867,-122.267,95,1006,59,26.4,65.9,218.8,212.54,0.3012,1.0295,0.009,0.007
8442,2/2/2012,21:57:33,37.867,-122.267,95,1006,59.02,26.4,65.34,218.03,210.22,0.2997,1.0372,0.003,0.003
8442,2/2/2012,21:57:53,37.867,-122.267,95,1006,59.05,26.5,67.14,224.7,216.57,0.2988,1.0376,0.018,0.007
8442,2/2/2012,21:58:25,37.867,-122.267,95,1006,59.1,26.6,68.39,227.1,221.5,0.3012,1.0252,0.008,0.008
8442,2/2/2012,21:58:37,37.867,-122.267,95,1006,59.11,26.6,67.29,224.17,218.39,0.3002,1.0265,0.016,0.011
8442,2/2/2012,21:59:35,37.867,-122.267,95,1007,59.2,26.8,45.4,159.02,147.78,0.2859,1.077,0.06,0.047
8442,2/2/2012,22:00:06,37.867,-122.267,95,1007,59.23,26.9,60.18,198.84,196.31,0.3027,1.0129,0.007,0.01
8442,2/2/2012,22:00:19,37.867,-122.267,95,1007,59.25,26.9,60.04,201.92,197.44,0.2974,1.0227,0.01,0.009
8442,2/2/2012,22:00:33,37.867,-122.267,95,1007,59.27,26.9,60.13,200.46,197.62,0.3,1.0144,0.006,0.009
8442,2/2/2012,22:00:48,37.867,-122.267,95,1007,59.3,26.9,59.96,202.38,197.82,0.2963,1.0231,0.007,0.003
8442,2/2/2012,22:01:14,37.867,-122.267,95,1007,59.34,27,58.25,194.01,190.64,0.3003,1.0177,0.011,0.007
8442,2/2/2012,22:01:57,37.867,-122.267,95,1007,59.4,27,56.25,190.07,185.87,0.2959,1.0226,0.004,0.004
8442,2/2/2012,22:02:22,37.867,-122.267,95,1007,59.44,27,52.81,178.86,175.39,0.2954,1.0198,0.022,0.02
8442,2/2/2012,22:02:36,37.867,-122.267,95,1007,59.46,27,50.07,169.52,166.43,0.2954,1.0185,0.008,0.004
8442,2/2/2012,22:02:51,37.867,-122.267,95,1007,59.49,27,47.46,161.52,158.27,0.2939,1.0206,0.003,0.003
8442,2/2/2012,22:03:03,37.867,-122.267,95,1007,59.5,27,47.34,160.67,157.79,0.2946,1.0183,0.011,0.007
8442,2/2/2012,22:06:28,37.867,-122.267,95,1007,59.83,26.6,40.12,140.86,136.43,0.2848,1.0331,0.009,0.02
8442,2/2/2012,22:06:44,37.867,-122.267,95,1007,59.85,26.5,39.01,131.85,133.56,0.2959,0.9874,0.018,0.021
8442,2/2/2012,22:06:58,37.867,-122.267,95,1007,59.87,26.5,41.44,142.85,142.44,0.2901,1.0029,0.014,0.011
8442,2/2/2012,22:07:10,37.867,-122.267,95,1007,59.89,26.4,42.4,144.67,145.8,0.2931,0.9923,0.006,0.007
8442,2/2/2012,22:07:27,37.867,-122.267,95,1007,59.92,26.4,41.81,145.19,144.49,0.288,1.0049,0.008,0.004
8442,2/2/2012,22:07:39,37.867,-122.267,95,1007,59.94,26.4,41.23,140.86,142.66,0.2929,0.9874,0.027,0.024
8442,2/2/2012,22:09:13,37.867,-122.267,95,1006,60.09,26.2,36.04,127.43,125.74,0.2828,1.0134,0.004,0.006
8442,2/2/2012,22:09:26,37.867,-122.267,95,1006,60.11,26.2,37.37,130.77,130.32,0.2858,1.0034,0.006,0.004
8442,2/2/2012,22:11:55,37.867,-122.267,95,1005,60.36,26.4,37.45,133.29,133.52,0.2809,0.9983,0.005,0.006
8442,2/2/2012,22:12:16,37.867,-122.267,95,1005,60.39,26.4,35.62,126.78,127.35,0.2809,0.9956,0.005,0.004
8442,2/2/2012,22:13:18,37.867,-122.267,95,1005,60.5,26.5,31.01,110.92,111.86,0.2796,0.9916,0.004,0.002
8442,2/3/2012,21:17:27,37.867,-122.267,95,1006,55.85,20.8,86.17,249.29,228.6,0.3457,1.0905,0.003,0.004
8442,2/3/2012,21:18:09,37.867,-122.267,95,1006,55.89,21,83.78,245.07,224.11,0.3419,1.0936,0.012,0.012
8442,2/3/2012,21:18:37,37.867,-122.267,95,1006,55.92,21,85.87,247.22,226.93,0.3474,1.0894,0.004,0.003
8442,2/3/2012,21:18:49,37.867,-122.267,95,1006,55.93,21,85,245.56,225.61,0.3462,1.0884,0.005,0.003
8442,2/3/2012,21:19:06,37.867,-122.267,95,1006,55.94,21,84.29,245.93,225.11,0.3427,1.0925,0.005,0.002
8442,2/3/2012,21:19:20,37.867,-122.267,95,1006,55.96,21,85.56,247.11,227.17,0.3462,1.0878,0.004,0.002
8442,2/3/2012,21:21:04,37.867,-122.267,95,1006,56.06,21,81.14,225.23,213.52,0.3604,1.0551,0.028,0.03
8442,2/3/2012,21:21:19,37.867,-122.267,95,1006,56.07,20.9,83.35,243.91,223.56,0.3417,1.091,0.005,0.002
8442,2/3/2012,21:21:30,37.867,-122.267,95,1006,56.08,20.9,79.99,242.38,223.39,0.33,1.0851,0.05,0.006
8442,2/3/2012,21:21:43,37.867,-122.267,95,1006,56.09,20.9,82.98,243.52,221.71,0.3408,1.0985,0.018,0.015
8442,2/3/2012,21:21:56,37.867,-122.267,95,1006,56.11,20.8,82.91,242.88,222.37,0.3414,1.0922,0.004,0.001
8442,2/3/2012,21:24:35,37.867,-122.267,95,1006,56.26,20.8,77.87,221.68,212.02,0.3521,1.0454,0.068,0.043
8442,2/3/2012,21:25:07,37.867,-122.267,95,1006,56.3,20.9,82.97,243.44,224.92,0.3408,1.0824,0.003,0.002
8442,2/3/2012,21:25:38,37.867,-122.267,95,1006,56.33,21,81.87,241.38,222.81,0.3392,1.0834,0.003,0.001
8442,2/3/2012,21:25:55,37.867,-122.267,95,1007,56.34,21.1,81.71,240.2,222.43,0.3402,1.0799,0.011,0.006
8442,2/3/2012,21:26:13,37.867,-122.267,95,1007,56.36,21.2,81.54,240.59,221.76,0.3389,1.0849,0.006,0.002
8442,2/3/2012,21:26:28,37.867,-122.267,95,1007,56.38,21.3,80.88,238.45,220.15,0.3392,1.0831,0.008,0.002
8442,2/3/2012,21:26:42,37.867,-122.267,95,1007,56.39,21.3,81.09,239.23,221.55,0.339,1.0798,0.005,0.004
8442,2/3/2012,21:27:53,37.867,-122.267,95,1007,56.47,21.6,80.9,237.76,221.6,0.3403,1.073,0.013,0.01
8442,2/3/2012,21:28:16,37.867,-122.267,95,1007,56.49,21.8,80.34,239.3,221.73,0.3357,1.0792,0.017,0.004
8442,2/3/2012,21:28:40,37.867,-122.267,95,1007,56.52,21.9,79.98,235.73,219.18,0.3393,1.0755,0.007,0.007
8442,2/3/2012,21:29:02,37.867,-122.267,95,1007,56.54,22,79.79,236.06,219.16,0.338,1.0771,0.005,0.002
8442,2/3/2012,21:29:26,37.867,-122.267,95,1008,56.57,22.1,79.07,234.29,217.15,0.3375,1.079,0.003,0.003
8442,2/3/2012,21:29:46,37.867,-122.267,95,1007,56.59,22.2,78.5,229.46,216.52,0.3421,1.0597,0.007,0.009
8442,2/3/2012,21:31:03,37.867,-122.267,95,1008,56.67,22.5,76.76,228.76,213.47,0.3356,1.0716,0.009,0.005
8442,2/3/2012,21:31:25,37.867,-122.267,95,1008,56.7,22.6,74.32,223.2,206.7,0.333,1.0798,0.011,0.009
8442,2/3/2012,21:31:56,37.867,-122.267,95,1008,56.73,22.7,75.39,226.47,210.64,0.3329,1.0751,0.004,0.003
8442,2/3/2012,21:32:12,37.867,-122.267,95,1008,56.75,22.8,74.72,224.7,209.94,0.3326,1.0703,0.005,0.003
8442,2/3/2012,21:32:26,37.867,-122.267,95,1009,56.77,22.8,74.48,224.79,209.53,0.3313,1.0728,0.003,0.002
8442,2/3/2012,21:33:41,37.867,-122.267,95,1007,56.85,23,73.64,223.26,207.93,0.3299,1.0738,0.008,0.004
8442,2/3/2012,21:33:53,37.867,-122.267,95,1007,56.86,23,72.98,221.38,206.26,0.3297,1.0733,0.009,0.004
8442,2/3/2012,21:34:05,37.867,-122.267,95,1007,56.88,23,73.11,220.02,206.34,0.3323,1.0663,0.007,0.004
8442,2/3/2012,21:34:16,37.867,-122.267,95,1007,56.89,23,73.01,220.56,206.14,0.331,1.0699,0.004,0.003
8442,2/3/2012,21:34:27,37.867,-122.267,95,1007,56.9,23,72.8,220.8,206.28,0.3297,1.0704,0.003,0.002
8442,2/9/2012,21:38:21,37.867,-122.267,95,1013,55.39,21.2,126.82,332.83,292.08,0.381,1.1395,0.006,0.003
8442,2/9/2012,21:38:58,37.867,-122.267,95,1014,55.44,21.5,126.16,330.66,291.38,0.3815,1.1348,0,0.001
8442,2/9/2012,21:39:42,37.867,-122.267,95,1014,55.49,22,125.28,328.14,289.52,0.3818,1.1334,0.001,0.001
8442,2/9/2012,21:40:00,37.867,-122.267,95,1014,55.51,22.2,124.7,327.62,288.77,0.3806,1.1345,0.003,0.002
8442,2/9/2012,21:40:26,37.867,-122.267,95,1014,55.55,22.5,124.12,325.66,288.11,0.3811,1.1304,0.008,0.002
8442,2/9/2012,21:41:44,37.867,-122.267,95,1015,55.65,23.2,122.65,322.77,286.57,0.38,1.1263,0.004,0.004
8442,2/9/2012,21:41:58,37.867,-122.267,95,1015,55.67,23.3,121.73,322.79,285.77,0.3771,1.1295,0.008,0.003
8442,2/9/2012,21:42:11,37.867,-122.267,95,1015,55.68,23.3,121.91,321.86,285.22,0.3788,1.1285,0.002,0.002
8442,2/9/2012,21:42:26,37.867,-122.267,95,1015,55.7,23.4,121.48,321.35,284.95,0.378,1.1278,0.001,0.001
8442,2/9/2012,21:42:38,37.867,-122.267,95,1014,55.72,23.5,121.3,321.28,285.36,0.3776,1.1259,0.004,0.002
8442,2/9/2012,21:43:14,37.867,-122.267,95,1015,55.77,23.7,119.5,319.01,283.23,0.3746,1.1263,0.003,0.004
8442,2/9/2012,21:43:32,37.867,-122.267,95,1014,55.79,23.8,120.02,317.04,282.34,0.3786,1.1229,0.004,0.003
8442,2/9/2012,21:43:46,37.867,-122.267,95,1014,55.81,23.9,119.85,318.28,283.08,0.3765,1.1244,0.005,0.002
8442,2/9/2012,21:44:01,37.867,-122.267,95,1014,55.83,23.9,118.68,318.81,282.01,0.3723,1.1305,0.009,0.003
8442,2/9/2012,21:44:14,37.867,-122.267,95,1014,55.84,24,119.66,318.31,283.06,0.3759,1.1245,0.008,0.003
8442,2/9/2012,21:44:36,37.867,-122.267,95,1014,55.87,24.1,119.27,317.91,282.86,0.3752,1.1239,0.002,0
8442,2/9/2012,21:45:30,37.867,-122.267,95,1014,55.95,24.3,116.34,312.27,278.54,0.3726,1.1211,0.011,0.01
8442,2/9/2012,21:45:44,37.867,-122.267,95,1014,55.97,24.3,113.78,309.74,268.81,0.3673,1.1527,0.032,0.024
8442,2/9/2012,21:46:05,37.867,-122.267,95,1014,55.99,24.3,116.51,309.45,276.51,0.3765,1.1191,0.005,0.005
8442,2/9/2012,21:46:18,37.867,-122.267,95,1014,56.01,24.3,113.93,309.16,272.42,0.3685,1.135,0.024,0.011
8442,2/9/2012,21:46:32,37.867,-122.267,95,1014,56.03,24.3,115.83,309.1,276.31,0.3747,1.1187,0.004,0.006
8442,2/9/2012,21:46:45,37.867,-122.267,95,1014,56.05,24.2,115.61,310.92,276.89,0.3718,1.1229,0.002,0.001
8442,2/9/2012,21:48:18,37.867,-122.267,95,1013,56.18,24.3,111.79,308.45,273.17,0.3624,1.1292,0.011,0.006
8442,2/9/2012,21:48:43,37.867,-122.267,95,1013,56.21,24.4,112.92,307.02,274.91,0.3678,1.1168,0.006,0.003
8442,2/9/2012,21:49:00,37.867,-122.267,95,1013,56.23,24.4,112.89,307.86,275.51,0.3667,1.1174,0.004,0.002
8442,2/9/2012,21:49:21,37.867,-122.267,95,1013,56.26,24.5,111.07,305.25,268.08,0.3639,1.1389,0.008,0.017
8442,2/9/2012,21:49:43,37.867,-122.267,95,1013,56.3,24.6,112.34,303.08,271.83,0.3707,1.115,0.004,0.003
8442,2/9/2012,21:50:11,37.867,-122.267,95,1013,56.33,24.7,111.31,304.84,271.32,0.3652,1.1235,0.011,0.003
8442,2/9/2012,21:50:44,37.867,-122.267,95,1013,56.38,24.9,111.57,302.96,272.44,0.3683,1.112,0.015,0.012
8442,2/9/2012,21:51:21,37.867,-122.267,95,1013,56.43,25,111.59,301.51,272.78,0.3701,1.1053,0.006,0.006
8442,2/9/2012,21:53:01,37.867,-122.267,95,1013,56.58,25.4,109.54,298.9,270.53,0.3665,1.1048,0.008,0.007
8442,2/9/2012,21:53:15,37.867,-122.267,95,1013,56.6,25.4,108.13,300.41,269.94,0.36,1.1129,0.003,0.002
8442,2/9/2012,21:53:32,37.867,-122.267,95,1013,56.62,25.4,108.45,297.16,270.44,0.365,1.0988,0.012,0.011
8442,2/9/2012,21:53:46,37.867,-122.267,95,1013,56.64,25.5,108.88,299.16,270.66,0.3639,1.1053,0.006,0.002
8442,2/9/2012,21:53:58,37.867,-122.267,95,1013,56.66,25.5,108.32,299.81,270.94,0.3613,1.1065,0.01,0.001
8442,2/9/2012,21:54:10,37.867,-122.267,95,1013,56.68,25.5,108.68,299.24,270.88,0.3632,1.1047,0.004,0.001
8442,2/4/2013,21:57:21,37.867,-122.267,95,1007,58.22,20,106.68,252.78,217.14,0.422,1.1642,0.003,0.003
8442,2/4/2013,21:57:34,37.867,-122.267,95,1007,58.23,20,106.28,253.39,217.48,0.4194,1.1651,0.005,0.003
8442,2/4/2013,21:57:46,37.867,-122.267,95,1007,58.25,19.9,107.3,255.46,220.21,0.42,1.1601,0.001,0.002
8442,2/4/2013,21:57:57,37.867,-122.267,95,1007,58.27,19.8,107.39,255.73,220.03,0.42,1.1622,0.005,0.004
8442,2/4/2013,21:58:11,37.867,-122.267,95,1007,58.29,19.7,106.13,255.83,220.1,0.4149,1.1623,0.014,0.005
8442,2/6/2013,18:09:49,37.867,-122.267,95,1012,61.78,17.8,46.16,162.57,165.24,0.284,0.9838,0.007,0.005
8442,2/6/2013,18:10:05,37.867,-122.267,95,1012,61.75,17.9,46.13,163.2,165.65,0.2827,0.9852,0.011,0.003
8442,2/6/2013,18:10:18,37.867,-122.267,95,1012,61.72,17.9,46.26,163.73,165.53,0.2825,0.9891,0.002,0.003
8442,2/6/2013,18:10:33,37.867,-122.267,95,1012,61.69,18,46.76,164.3,165.9,0.2846,0.9903,0.003,0.004
8442,2/6/2013,18:11:25,37.867,-122.267,95,1012,61.59,18.3,47.48,167.35,168.23,0.2837,0.9948,0.004,0.001
8442,2/6/2013,18:11:42,37.867,-122.267,95,1012,61.56,18.3,48.09,167.58,169.01,0.287,0.9915,0.003,0.001
8442,2/6/2013,18:11:56,37.867,-122.267,95,1013,61.53,18.4,48.02,168.07,168.88,0.2857,0.9952,0.007,0.003
8442,2/6/2013,18:12:09,37.867,-122.267,95,1012,61.5,18.4,48.44,166.72,169.74,0.2906,0.9822,0.011,0.011
8442,2/6/2013,18:12:21,37.867,-122.267,95,1012,61.48,18.4,48.42,168.9,170.28,0.2867,0.9919,0.005,0.004
8442,2/6/2013,18:12:33,37.867,-122.267,95,1012,61.46,18.4,48.48,169.26,170.47,0.2865,0.9929,0.015,0.008
8442,2/6/2013,18:13:34,37.867,-122.267,95,1012,61.34,18.5,48.87,171.42,170.31,0.2851,1.0065,0.007,0.002
8442,2/6/2013,18:14:26,37.867,-122.267,95,1013,61.24,18.7,49.98,172.34,171.93,0.29,1.0024,0.004,0.005
8442,2/6/2013,18:14:37,37.867,-122.267,95,1013,61.22,18.8,44.05,166.19,150.51,0.2649,1.1043,0.027,0.005
8442,2/6/2013,18:14:48,37.867,-122.267,95,1013,61.2,18.9,50.95,174.64,174.27,0.2917,1.0021,0.003,0.003
8442,2/6/2013,18:14:59,37.867,-122.267,95,1013,61.17,19,51.19,174.65,174.31,0.2931,1.0019,0.002,0.002
8442,2/6/2013,18:15:09,37.867,-122.267,95,1013,61.16,19,51.13,175.66,174.92,0.2911,1.0042,0.004,0.002
8442,2/6/2013,18:15:19,37.867,-122.267,95,1013,61.14,19.1,50.75,175.05,173.71,0.2899,1.0078,0.005,0.012
8442,2/6/2013,18:16:56,37.867,-122.267,95,1013,60.95,19.5,52.91,176.2,176.64,0.3003,0.9975,0.005,0.008
8442,2/6/2013,18:17:09,37.867,-122.267,95,1013,60.93,19.5,52.65,179.28,176.29,0.2937,1.017,0.006,0.003
8442,2/6/2013,18:17:20,37.867,-122.267,95,1013,60.91,19.5,53.02,176.89,176.17,0.2998,1.0041,0.018,0.011
8442,2/6/2013,18:17:31,37.867,-122.267,95,1013,60.88,19.4,53.16,175.57,176.27,0.3028,0.996,0.008,0.01
8442,2/6/2013,18:17:43,37.867,-122.267,95,1013,60.86,19.4,53.52,179.44,177.54,0.2983,1.0107,0.007,0.003
8442,2/6/2013,18:17:54,37.867,-122.267,95,1013,60.84,19.4,53.67,180.03,177.65,0.2981,1.0134,0.009,0.004
8442,2/6/2013,18:24:14,37.867,-122.267,95,1013,60.14,18.9,59.72,192.4,187.05,0.3104,1.0286,0.007,0.004
8442,2/6/2013,18:24:29,37.867,-122.267,95,1013,60.11,19,54.45,179.4,172.17,0.3039,1.0417,0.062,0.027
8442,2/6/2013,18:24:42,37.867,-122.267,95,1013,60.09,19,60.27,193.99,187.85,0.3107,1.0327,0.002,0.001
8442,2/6/2013,18:24:54,37.867,-122.267,95,1013,60.07,19.1,60.29,193.51,188.2,0.3115,1.0282,0.009,0.006
8442,2/6/2013,18:25:08,37.867,-122.267,95,1013,60.04,19.1,58.62,190.77,184.08,0.3074,1.0364,0.033,0.02
8442,2/6/2013,18:25:27,37.867,-122.267,95,1013,60.01,19.1,61.2,194.08,189.09,0.3153,1.0264,0.01,0.009
8442,2/6/2013,18:26:37,37.867,-122.267,95,1013,59.88,19.2,61.41,194.05,188.87,0.3165,1.0274,0.004,0.002
8442,2/6/2013,18:26:54,37.867,-122.267,95,1013,59.85,19.2,61.72,194.87,189.22,0.3168,1.0299,0.021,0.02
8442,2/6/2013,18:27:06,37.867,-122.267,95,1012,59.83,19.2,62.44,197.85,191.25,0.3156,1.0345,0.004,0.004
8442,2/6/2013,18:27:18,37.867,-122.267,95,1013,59.81,19.3,62.63,195.93,190.4,0.3197,1.029,0.013,0.013
8442,2/6/2013,18:27:30,37.867,-122.267,95,1013,59.79,19.3,62.94,198.5,191.55,0.3171,1.0363,0.004,0.003
8442,2/6/2013,18:27:42,37.867,-122.267,95,1013,59.76,19.3,63.23,199.33,192.03,0.3172,1.038,0.007,0.004
8442,2/6/2013,18:27:58,37.867,-122.267,95,1013,59.74,19.3,60.92,198.81,187.09,0.3064,1.0627,0.016,0.006
8442,2/6/2013,18:28:54,37.867,-122.267,95,1013,59.64,19.2,63.9,198.36,191.99,0.3221,1.0332,0.006,0.005
8442,2/6/2013,18:29:15,37.867,-122.267,95,1013,59.6,19.1,63.66,200.13,191.9,0.3181,1.0429,0.005,0.002
8442,2/6/2013,18:29:31,37.867,-122.267,95,1013,59.57,19,64.12,199.41,192.48,0.3216,1.036,0.006,0.007
8442,2/6/2013,18:29:49,37.867,-122.267,95,1013,59.54,18.9,64.61,200.99,192.96,0.3215,1.0416,0.006,0.006
8442,2/6/2013,18:30:05,37.867,-122.267,95,1013,59.51,18.9,64.93,202.28,193.94,0.321,1.043,0.002,0.001
8442,2/6/2013,18:30:37,37.867,-122.267,95,1013,59.46,18.8,65.52,203.99,195.01,0.3212,1.046,0.006,0.005
8442,2/6/2013,18:30:57,37.867,-122.267,95,1013,59.42,18.7,65.95,204.65,195.27,0.3223,1.048,0.005,0.004
8442,2/6/2013,18:31:12,37.867,-122.267,95,1013,59.4,18.7,66.13,204.96,196.36,0.3227,1.0438,0.009,0.003
8442,2/6/2013,18:31:54,37.867,-122.267,95,1014,59.32,18.6,66.57,205.97,196.02,0.3232,1.0508,0.005,0.003
8442,2/6/2013,18:35:06,37.867,-122.267,95,1014,59,18.5,69.05,205.82,198.75,0.3358,1.0355,0.034,0.031
8442,2/6/2013,18:35:32,37.867,-122.267,95,1014,58.95,18.8,70.45,213.17,202.03,0.3305,1.0552,0.002,0.002
8442,2/6/2013,18:35:56,37.867,-122.267,95,1014,58.91,19,71,214.69,203.12,0.3307,1.057,0.002,0.002
8442,2/6/2013,18:36:12,37.867,-122.267,95,1015,58.89,19.2,71.07,214.25,203.15,0.3317,1.0546,0.002,0.004
8442,2/6/2013,18:36:51,37.867,-122.267,95,1015,58.82,19.6,71.41,214.26,202.83,0.3333,1.0564,0.012,0.009
8442,2/6/2013,18:37:20,37.867,-122.267,95,1015,58.77,19.8,71.98,216.13,204.48,0.333,1.057,0.006,0.006
8442,2/11/2013,20:35:53,37.867,-122.267,95,1011,51.71,19.9,143.3,403.26,362.36,0.3553,1.1129,0.005,0.005
8442,2/11/2013,20:36:08,37.867,-122.267,95,1011,51.71,19.9,142.67,403.86,362.23,0.3533,1.1149,0.008,0.004
8442,2/11/2013,20:36:22,37.867,-122.267,95,1011,51.72,19.9,142.6,404.99,362.91,0.3521,1.116,0.003,0.001
8442,2/11/2013,20:36:35,37.867,-122.267,95,1010,51.72,19.9,143.13,405.32,363.89,0.3531,1.1138,0.004,0.003
8442,2/11/2013,20:36:48,37.867,-122.267,95,1011,51.72,19.9,143.34,404.76,363.64,0.3541,1.1131,0.004,0.003
8442,2/11/2013,20:39:33,37.867,-122.267,95,1011,51.77,20,138.42,396.6,356.71,0.349,1.1118,0.014,0.004
8442,2/11/2013,20:39:55,37.867,-122.267,95,1012,51.77,20.1,142.16,402.68,362.08,0.353,1.1121,0.003,0.004
8442,2/11/2013,20:40:10,37.867,-122.267,95,1012,51.78,20.1,142.78,402.88,362.75,0.3544,1.1106,0.004,0.003
8442,2/11/2013,20:40:23,37.867,-122.267,95,1012,51.78,20.2,142.44,403.33,362.67,0.3532,1.1121,0.004,0.004
8442,2/11/2013,20:40:34,37.867,-122.267,95,1012,51.79,20.2,141.65,402.85,360.47,0.3516,1.1176,0.012,0.003
8442,2/11/2013,20:40:45,37.867,-122.267,95,1012,51.79,20.2,142.53,403.91,362.73,0.3529,1.1135,0.002,0.004
8442,2/11/2013,20:40:56,37.867,-122.267,95,1012,51.79,20.3,142.19,401.81,361.89,0.3539,1.1103,0.011,0.007
8442,2/11/2013,20:42:09,37.867,-122.267,95,1010,51.82,20.5,141.5,395.97,359.98,0.3574,1.1,0.011,0.009
8442,2/11/2013,20:42:33,37.867,-122.267,95,1010,51.82,20.6,141.44,396,359.91,0.3572,1.1003,0.014,0.012
8442,2/11/2013,20:42:54,37.867,-122.267,95,1010,51.83,20.7,140.79,400.5,359.97,0.3515,1.1126,0.01,0.003
8442,2/11/2013,20:43:09,37.867,-122.267,95,1011,51.84,20.8,140.85,400.33,359.99,0.3518,1.1121,0.002,0.002
8442,2/11/2013,20:43:24,37.867,-122.267,95,1011,51.84,20.9,141.42,400.04,361.16,0.3535,1.1076,0.01,0.006
8442,2/11/2013,20:43:37,37.867,-122.267,95,1011,51.85,21,140.42,399.96,360.31,0.3511,1.1101,0.01,0.008
8442,2/11/2013,20:47:01,37.867,-122.267,95,1012,51.93,21.8,137.58,397.06,356.16,0.3465,1.1148,0.01,0.006
8442,2/11/2013,20:47:19,37.867,-122.267,95,1012,51.93,21.8,138.94,399.19,360.57,0.3481,1.1071,0.006,0.003
8442,2/11/2013,20:47:32,37.867,-122.267,95,1012,51.94,21.9,138.82,388,358.66,0.3578,1.0818,0.006,0.008
8442,2/11/2013,20:47:46,37.867,-122.267,95,1012,51.95,21.9,139.05,394.25,358.07,0.3527,1.1011,0.014,0.012
